tvk,code,taxon
NHMSYS0001754433,,Dryopteris cristata x carthusiana = D. x uliginosa
NHMSYS0000458187,,Dryopteris dilatata
NBNSYS0000004640,,Dryopteris filix-mas
NBNSYS0000002065,,Dryopteris oreades
NHMSYS0001754493,,Dryopteris oreades x filix-mas = D. x mantoniae
NHMSYS0000458208,,Dryopteris submontana
NBNSYS0000033986,,Echinochloa colona
NHMSYS0000458258,,Echinochloa crus-galli
NBNSYS0000034368,,Echinochloa frumentacea
NBNSYS0000004477,,Echinops sphaerocephalus
NBNSYS0000004019,,Echium vulgare
NBNSYS0000033903,,Elaeagnus umbellata
NHMSYS0000458301,,Eleocharis acicularis
NHMSYS0020110556,,Eleocharis mamillata subsp. austriaca
NHMSYS0000458302,,Eleocharis multicaulis
NHMSYS0000458304,,Eleocharis palustris
NHMSYS0000458307,,Eleocharis quinqueflora
NHMSYS0000458308,,Eleocharis uniglumis
NBNSYS0000002392,,Eleogiton fluitans
NHMSYS0000458319,,Eleusine multiflora
NHMSYS0000458325,,Elodea canadensis
NHMSYS0000458329,,Elodea nuttallii
NBNSYS0000002594,,Elymus caninus
NHMSYS0000458348,,Elymus scabrus
NHMSYS0000458356,,Elytrigia atherica
NHMSYS0100001391,,Elytrigia repens
NBNSYS0000004598,,Empetrum nigrum
NHMSYS0000458393,,Epilobium alsinifolium
NHMSYS0000458396,,Epilobium brunnescens
NHMSYS0000458397,,Epilobium ciliatum
NBNSYS0000003566,,Epilobium ciliatum x palustre = E. x fossicola
NBNSYS0000003536,,Epilobium hirsutum
NHMSYS0001754437,,Epilobium hirsutum x ciliatum = E. x novae-civitatis
NHMSYS0001754747,,Epilobium hirsutum x montanum = E. x erroneum
NHMSYS0001754717,,Epilobium hirsutum x palustre = E. x waterfallii
NBNSYS0000161615,,Epilobium hirsutum x tetragonum = E. x brevipilum
NBNSYS0000003546,,Epilobium montanum
NBNSYS0100003040,,Epilobium montanum x ciliatum = E. x interjectum
NHMSYS0001754702,,Epilobium montanum x obscurum = E. x aggregatum
NBNSYS0000161624,,Epilobium montanum x roseum = E. x mutabile
NHMSYS0000458402,,Epilobium obscurum
NHMSYS0100001402,,Epilobium obscurum x ciliatum = E. x vicinum
NBNSYS0000003584,,Epilobium palustre
NHMSYS0000458403,,Epilobium parviflorum
NBNSYS0100003043,,Epilobium parviflorum x ciliatum = E. x floridulum
NHMSYS0001754558,,Epilobium parviflorum x montanum = E. x limosum
NHMSYS0001754569,,Epilobium parviflorum x obscurum = E. x dacicum
NHMSYS0000458405,,Epilobium roseum
NBNSYS0000003567,,Epilobium tetragonum
NHMSYS0001754570,,Epilobium tetragonum x obscurum = E. x semiobscurum
NBNSYS0000002751,,Epimedium alpinum
NBNSYS0000002294,,Epipactis atrorubens
NBNSYS0000002289,,Epipactis helleborine
NHMSYS0000458452,,Epipactis palustris
NHMSYS0000458454,,Epipactis phyllanthes
NHMSYS0000458456,,Epipactis purpurata
NHMSYS0000458462,,Epipactis youngiana
NBNSYS0000002022,,Equisetum arvense
NBNSYS0000002016,,Equisetum fluviatile
NHMSYS0001754391,,Equisetum fluviatile x arvense = E. x litorale
NBNSYS0000002011,,Equisetum hyemale
NBNSYS0000002018,,Equisetum palustre
NHMSYS0001754793,,Equisetum palustre x telmateia = E. x font-queri
NBNSYS0000002020,,Equisetum sylvaticum
NBNSYS0000002025,,Equisetum telmateia
NHMSYS0000458478,,Equisetum variegatum
NBNSYS0000033574,,Eragrostis minor
NHMSYS0000458509,,Eragrostis parviflora
NBNSYS0000002695,,Eranthis hyemalis
NBNSYS0000003909,,Erica cinerea
NBNSYS0000003903,,Erica tetralix
NBNSYS0000004436,,Erigeron acer
NBNSYS0000004093,,Erinus alpinus
NHMSYS0000458551,,Eriochloa pseudoacrotricha
NBNSYS0000002372,,Eriophorum angustifolium
NBNSYS0000002374,,Eriophorum latifolium
NBNSYS0000002375,,Eriophorum vaginatum
NBNSYS0000004854,,Erodium botrys
NBNSYS0100003073,,Erodium cicutarium agg.
NBNSYS0000033088,,Erodium crinitum
NBNSYS0000013964,,Erodium cygnorum
NHMSYS0000458574,,Erodium moschatum
NHMSYS0000458579,,Erophila glabrescens
NHMSYS0000458582,,Erophila verna
NBNSYS0000042604,,Erophila verna sens.lat.
NHMSYS0000458593,,Erucastrum gallicum
NHMSYS0000458599,,Eryngium giganteum
NBNSYS0000002903,,Erysimum cheiranthoides
NBNSYS0000002904,,Erysimum cheiri
NBNSYS0000161662,,Erysimum decumbens x perofskianum = E. x marshallii
NBNSYS0000002776,,Eschscholzia californica
NBNSYS0000003195,,Euonymus europaeus
NBNSYS0000004446,,Eupatorium cannabinum
NBNSYS0000003741,,Euphorbia amygdaloides
NHMSYS0000344590,,Euphorbia amygdaloides subsp. robbiae
NBNSYS0000003740,,Euphorbia cyparissias
NBNSYS0000003729,,Euphorbia dulcis
NBNSYS0000003734,,Euphorbia exigua
NBNSYS0000003732,,Euphorbia helioscopia
NBNSYS0000003725,,Euphorbia lathyris
NBNSYS0000003733,,Euphorbia peplus
NBNSYS0000003730,,Euphorbia platyphyllos
NBNSYS0000039527,,Euphorbia serrulata
NBNSYS0000014123,,Euphrasia arctica
NHMSYS0000458649,,Euphrasia arctica subsp. borealis
NBNSYS0000161668,,Euphrasia arctica x tetraquetra
NBNSYS0000004157,,Euphrasia confusa
NBNSYS0000033870,,Euphrasia confusa x scottica
NHMSYS0000458669,,Euphrasia micrantha
NBNSYS0000004155,,Euphrasia nemorosa
NBNSYS0100003123,,Euphrasia nemorosa x confusa
NHMSYS0000458671,,Euphrasia officinalis agg.
NBNSYS0000004160,,Euphrasia rostkoviana
NHMSYS0000458675,,Euphrasia rostkoviana subsp. montana
NBNSYS0000004142,,Euphrasia scottica
NBNSYS0000003767,,Fagopyrum esculentum
NHMSYS0000458706,,Fagopyrum tataricum
NBNSYS0000003840,,Fagus sylvatica
NBNSYS0000003761,,Fallopia baldschuanica
NHMSYS0000458715,,Fallopia convolvulus
NHMSYS0000458716,,Fallopia japonica
NBNSYS0000161671,,Fallopia japonica x sachalinensis = F. x bohemica
NHMSYS0000458719,,Fallopia sachalinensis
NBNSYS0000002511,,Festuca altissima
NHMSYS0000458758,,Festuca arundinacea
NHMSYS0000458768,,Festuca filiformis
NHMSYS0000458771,,Festuca gigantea
NBNSYS0000002512,,Festuca heterophylla
NBNSYS0000002525,,Festuca longifolia
NHMSYS0000344612,,Festuca ovina
NHMSYS0000458783,,Festuca ovina agg.
NHMSYS0000458787,,Festuca ovina subsp. ovina
NHMSYS0000458788,,Festuca pratensis
NBNSYS0000161679,,Festuca pratensis x Lolium perenne = X Festulolium loliaceum
NHMSYS0000523323,,Festuca rubra agg.
NBNSYS0000002515,,Festuca rubra subsp. commutata
NBNSYS0000033730,,Festuca rubra subsp. megastachys
NHMSYS0000458810,,Festuca vivipara
NBNSYS0000003823,,Ficus carica
NHMSYS0000458841,,Filago lutescens
NHMSYS0000458842,,Filago minima
NBNSYS0000004403,,Filago vulgaris
NBNSYS0000003316,,Filipendula ulmaria
NBNSYS0000003315,,Filipendula vulgaris
NHMSYS0000458868,,Foeniculum vulgare
NBNSYS0000034291,,Forsythia suspensa
NHMSYS0001754823,,Forsythia suspensa x viridissima = F. x intermedia
NHMSYS0000458878,,Fragaria ananassa
NBNSYS0000003358,,Fragaria vesca
NHMSYS0000458887,,Frangula alnus
NBNSYS0000003949,,Fraxinus excelsior
NBNSYS0000002173,,Fritillaria meleagris
NBNSYS0000003603,,Fuchsia magellanica
NBNSYS0000002785,,Fumaria bastardii
NBNSYS0000002783,,Fumaria capreolata
NBNSYS0000002792,,Fumaria densiflora
NHMSYS0000458911,,Fumaria muralis
NHMSYS0000458912,,Fumaria muralis subsp. boraei
NBNSYS0000002793,,Fumaria officinalis
NHMSYS0000458918,,Fumaria vaillantii
NHMSYS0000458926,,Gagea lutea
NHMSYS0000458933,,Galanthus elwesii
NBNSYS0000002253,,Galanthus nivalis
NHMSYS0000458942,,Galanthus woronowii
NBNSYS0000003264,,Galega officinalis
NBNSYS0000004249,,Galeopsis angustifolia
NBNSYS0000004254,,Galeopsis bifida
NHMSYS0000458953,,Galeopsis segetum
NHMSYS0000458954,,Galeopsis speciosa
NBNSYS0000004253,,Galeopsis tetrahit
NBNSYS0000004252,,Galeopsis tetrahit agg. sensu lato
NBNSYS0000004358,,Galinsoga parviflora
NHMSYS0000458958,,Galinsoga quadriradiata
NBNSYS0000004319,,Galium aparine
NBNSYS0000004307,,Galium boreale
NBNSYS0000004308,,Galium mollugo
NHMSYS0000458970,,Galium mollugo subsp. mollugo
NBNSYS0000004306,,Galium odoratum
NBNSYS0000004313,,Galium palustre
NHMSYS0000458971,,Galium palustre subsp. elongatum
NHMSYS0000458972,,Galium palustre subsp. palustre
NBNSYS0000004310,,Galium saxatile
NBNSYS0000004320,,Galium spurium
NBNSYS0000004312,,Galium sterneri
NBNSYS0000004318,,Galium tricornutum
NBNSYS0000004317,,Galium uliginosum
NBNSYS0000004309,,Galium verum
NBNSYS0000161690,,Galium verum x mollugo = G. x pomeranicum
NHMSYS0000458993,,Gaultheria mucronata
NBNSYS0000003896,,Gaultheria shallon
NBNSYS0000003207,,Genista anglica
NBNSYS0000003206,,Genista tinctoria
NBNSYS0000003966,,Gentiana pneumonanthe
NHMSYS0000459016,,Gentianella amarella
NHMSYS0000459020,,Gentianella amarella subsp. septentrionalis
NHMSYS0000459024,,Gentianella campestris
NBNSYS0000003156,,Geranium columbinum
NBNSYS0000003157,,Geranium dissectum
NHMSYS0000459034,,Geranium endressii
NHMSYS0001754822,,Geranium endressii x versicolor = G. x oxonianum
NBNSYS0000005463,,Geranium ibericum
NHMSYS0001754780,,Geranium ibericum x platypetalum = G. x magnificum
NBNSYS0000003161,,Geranium lucidum
NBNSYS0000003154,,Geranium macrorrhizum
NBNSYS0000003159,,Geranium molle
NBNSYS0000003151,,Geranium nodosum
NBNSYS0000003152,,Geranium phaeum
NBNSYS0000003147,,Geranium pratense
NBNSYS0000003160,,Geranium pusillum
NHMSYS0000459043,,Geranium pyrenaicum
NBNSYS0000003162,,Geranium robertianum
NBNSYS0000003153,,Geranium sanguineum
NBNSYS0000003148,,Geranium sylvaticum
NBNSYS0000003150,,Geranium versicolor
NBNSYS0000003363,,Geum rivale
NBNSYS0000161695,,Geum rivale x urbanum = G. x intermedium
NBNSYS0000003361,,Geum urbanum
NBNSYS0000033587,,Glaucium corniculatum
NBNSYS0000002774,,Glaucium flavum
NBNSYS0000003946,,Glaux maritima
NHMSYS0020110560,,Glebionis coronaria
NHMSYS0020110561,,Glebionis segetum
NBNSYS0000004257,,Glechoma hederacea
NHMSYS0000459086,,Glyceria declinata
NHMSYS0000459088,,Glyceria fluitans
NBNSYS0000161696,,Glyceria fluitans x notata = G. x pedicellata
NHMSYS0000459090,,Glyceria maxima
NBNSYS0000002504,,Glyceria notata
NBNSYS0000004408,,Gnaphalium sylvaticum
NBNSYS0000004411,,Gnaphalium uliginosum
NBNSYS0000002147,,Groenlandia densa
NHMSYS0000459164,,Gunnera tinctoria
NHMSYS0000459168,,Gymnadenia conopsea
NHMSYS0000345301,,Gymnadenia conopsea subsp. borealis
NHMSYS0000459169,,Gymnadenia conopsea subsp. conopsea
NHMSYS0000459170,,Gymnadenia conopsea subsp. densiflora
NHMSYS0001754469,,Gymnadenia conopsea x Dactylorhiza fuchsii = X Dactylodenia st-quintinii
NBNSYS0000002083,,Gymnocarpium dryopteris
NBNSYS0000002084,,Gymnocarpium robertianum
NBNSYS0000034037,,Hainardia cylindrica
NHMSYS0000459236,,Hebe salicifolia
NHMSYS0000459243,,Hedera colchica
NBNSYS0000003630,,Hedera helix
NHMSYS0000459245,,Hedera helix subsp. helix
NHMSYS0000459250,,Hedera hibernica
NHMSYS0000459266,,Helianthemum nummularium
NHMSYS0000459267,,Helianthemum oelandicum
NBNSYS0000037346,,Helianthus annuus
NBNSYS0000033836,,Helianthus petiolaris
NBNSYS0000014697,,Helianthus tuberosus
NHMSYS0001754585,,Helianthus tuberosus x pauciflorus = H. x laetiflorus
NBNSYS0000002616,,Helictotrichon pratense
NHMSYS0000459280,,Helictotrichon pubescens
NBNSYS0000002693,,Helleborus foetidus
NBNSYS0000033349,,Helleborus orientalis
NBNSYS0000002694,,Helleborus viridis
NBNSYS0000003711,,Heracleum mantegazzianum
NBNSYS0000003710,,Heracleum sphondylium
NHMSYS0100001738,,Heracleum sphondylium x mantegazzianum
NBNSYS0000004582,,Herniaria glabra
NBNSYS0000002902,,Hesperis matronalis
NBNSYS0000033391,,Heuchera sanguinea
NHMSYS0000459331,,Hieracium acuminatum
NBNSYS0100003460,,Hieracium agg.
NHMSYS0000459333,,Hieracium ampliatum
NHMSYS0000459335,,Hieracium anglicum
NHMSYS0000840910,,Hieracium auratiflorum
NHMSYS0000459352,,Hieracium brigantum
NHMSYS0000459354,,Hieracium britannicum
NHMSYS0000459358,,Hieracium caesionigrescens
NHMSYS0000459370,,Hieracium candelabrae
NHMSYS0000459392,,Hieracium cravoniense
NHMSYS0000840914,,Hieracium crebridentiforme
NHMSYS0000459401,,Hieracium cymbifolium
NHMSYS0000459403,,Hieracium decolor
NHMSYS0000840856,,Hieracium diaphanoides
NHMSYS0000459407,,Hieracium diaphanum
NHMSYS0000459408,,Hieracium dicella
NHMSYS0000459418,,Hieracium duriceps
NHMSYS0000840778,,Hieracium eboracense
NHMSYS0000459430,,Hieracium exotericum
NHMSYS0000459436,,Hieracium flocculosum
NHMSYS0000459441,,Hieracium glanduliceps
NHMSYS0000840671,,Hieracium gothicoides
NHMSYS0000840959,,Hieracium grandidens
NHMSYS0000840909,,Hieracium hypochaeroides
NHMSYS0000459465,,Hieracium integratum
NHMSYS0000840779,,Hieracium latobrigorum
NHMSYS0000459482,,Hieracium lepidulum
NHMSYS0000840968,,Hieracium lissolepium
NHMSYS0000459491,,Hieracium maculatum
NHMSYS0000459492,,Hieracium maculoides
NHMSYS0000459493,,Hieracium maculosum
NHMSYS0000459503,,Hieracium mirandum
NHMSYS0000840753,,Hieracium oistophyllum
NHMSYS0000459532,,Hieracium ornatilorum
NHMSYS0000840719,,Hieracium pellucidum
NHMSYS0000459548,,Hieracium piligerum
NHMSYS0000840718,,Hieracium placerophylloides
NHMSYS0000459561,,Hieracium prenanthoides
NHMSYS0000840795,,Hieracium pseudostenstroemii
NHMSYS0000459582,,Hieracium rhomboides
NHMSYS0000459590,,Hieracium rubiginosum
NHMSYS0000857318,,Hieracium sabaudum
NHMSYS0000459594,,Hieracium sanguineum
NHMSYS0000459597,,Hieracium saxorum
NHMSYS0000840867,,Hieracium schmidtii
NHMSYS0000459602,,Hieracium scoticum
NHMSYS0000840989,,Hieracium silvaticoides
NHMSYS0000459640,,Hieracium speluncarum
NHMSYS0000459644,,Hieracium stenopholidium
NHMSYS0000459657,,Hieracium subcrassum
NHMSYS0000459658,,Hieracium subcrocatum
NHMSYS0000459688,,Hieracium trichocaulon
NHMSYS0000857319,,Hieracium umbellatum
NHMSYS0000459696,,Hieracium vagum
NHMSYS0000840898,,Hieracium vennicontium
NHMSYS0000459702,,Hieracium vulgatum
NBNSYS0000003278,,Hippocrepis comosa
NBNSYS0000003533,,Hippophae rhamnoides
NBNSYS0000003614,,Hippuris vulgaris
NHMSYS0000459718,,Hirschfeldia incana
NBNSYS0000002619,,Holcus lanatus
NBNSYS0000002620,,Holcus mollis
NBNSYS0000004866,,Holodiscus discolor
NHMSYS0000459739,,Hordelymus europaeus
NHMSYS0000523330,,Hordeum distichon sensu lato
NBNSYS0000002605,,Hordeum jubatum
NHMSYS0000459748,,Hordeum marinum
NBNSYS0000002600,,Hordeum murinum
NHMSYS0000459753,,Hordeum pubiflorum
NHMSYS0000459754,,Hordeum secalinum
NBNSYS0000002604,,Hordeum vulgare
NHMSYS0000459759,,Hornungia petraea
NBNSYS0000003932,,Hottonia palustris
NBNSYS0000003809,,Humulus lupulus
NHMSYS0000459776,,Huperzia selago
NHMSYS0000459784,,Hyacinthoides hispanica
NBNSYS0000002185,,Hyacinthoides non-scripta
NHMSYS0100001785,,Hyacinthoides non-scripta x hispanica = H. x massartiana
NBNSYS0000002109,,Hydrocharis morsus-ranae
NBNSYS0000003633,,Hydrocotyle vulgaris
NHMSYS0000459844,,Hymenophyllum tunbrigense
NBNSYS0000002030,,Hymenophyllum wilsonii
NBNSYS0000004035,,Hyoscyamus niger
NBNSYS0000002953,,Hypericum androsaemum
NBNSYS0000161707,,Hypericum androsaemum x hircinum = H. x inodorum
NBNSYS0000002956,,Hypericum calycinum
NBNSYS0000002969,,Hypericum elodes
NHMSYS0000459851,,Hypericum forrestii
NBNSYS0000002955,,Hypericum hircinum
NBNSYS0000002967,,Hypericum hirsutum
NBNSYS0000002964,,Hypericum humifusum
NBNSYS0000002958,,Hypericum maculatum
NBNSYS0000002968,,Hypericum montanum
NBNSYS0200002365,,Hypericum olympicum
NBNSYS0000002957,,Hypericum perforatum
NHMSYS0001754546,,Hypericum perforatum x maculatum = H. x desetangsii
NBNSYS0000002966,,Hypericum pulchrum
NHMSYS0000459860,,Hypericum tetrapterum
NHMSYS0000459864,,Hypericum xylosteifolium
NBNSYS0000004518,,Hypochaeris radicata
NBNSYS0000004211,,Hyssopus officinalis
NBNSYS0000002840,,Iberis amara
NBNSYS0000004753,,Iberis sempervirens
NBNSYS0000004752,,Iberis umbellata
NBNSYS0000003194,,Ilex aquifolium
NHMSYS0001754657,,Ilex aquifolium x perado = I. x altaclerensis
NBNSYS0000003189,,Impatiens glandulifera
NBNSYS0000003186,,Impatiens noli-tangere
NBNSYS0000003188,,Impatiens parviflora
NBNSYS0000004397,,Inula conyzae
NBNSYS0000004394,,Inula helenium
NHMSYS0000459889,,Inula hookeri
NBNSYS0000002268,,Iris foetidissima
NBNSYS0000002270,,Iris germanica
NBNSYS0000002269,,Iris pseudacorus
NBNSYS0000014871,,Iris sibirica
NHMSYS0000459924,,Isolepis setacea
NBNSYS0000004297,,Jasione montana
NHMSYS0000459961,,Juglans regia
NBNSYS0000002230,,Juncus acutiflorus
NBNSYS0000002232,,Juncus alpinoarticulatus
NHMSYS0001754708,,Juncus alpinoarticulatus x articulatus = J. x buchenaui
NBNSYS0000002231,,Juncus articulatus
NHMSYS0001754348,,Juncus articulatus x acutiflorus = J. x surrejanus
NBNSYS0000149679,,Juncus bufonius
NHMSYS0000352722,,Juncus bufonius agg. sensu lato
NBNSYS0000002234,,Juncus bulbosus
NBNSYS0000002213,,Juncus compressus
NBNSYS0000002222,,Juncus conglomeratus
NBNSYS0000002221,,Juncus effusus
NBNSYS0000002224,,Juncus filiformis
NBNSYS0000002214,,Juncus gerardii
NBNSYS0000002220,,Juncus inflexus
NHMSYS0001754487,,Juncus inflexus x effusus = J. x diffusus
NBNSYS0000002210,,Juncus squarrosus
NBNSYS0000002229,,Juncus subnodulosus
NBNSYS0000002211,,Juncus tenuis
NBNSYS0000004634,,Juniperus communis
NHMSYS0000460002,,Juniperus communis subsp. communis
NBNSYS0000003892,,Kalmia angustifolia
NBNSYS0000014701,,Kerria japonica
NBNSYS0000004075,,Kickxia elatine
NBNSYS0000004074,,Kickxia spuria
NHMSYS0000460024,,Knautia arvensis
NBNSYS0000033419,,Kniphofia praecox
NBNSYS0000037296,,Kniphofia uvaria
NBNSYS0000002607,,Koeleria macrantha sens.lat.
NHMSYS0000460056,,Laburnum anagyroides
NHMSYS0001754360,,Laburnum anagyroides x alpinum = L. x watereri
NBNSYS0000004534,,Lactuca serriola
NHMSYS0000460061,,Lactuca tatarica
NBNSYS0000004535,,Lactuca virosa
NHMSYS0000460065,,Lagarosiphon major
NBNSYS0000002649,,Lagurus ovatus
NBNSYS0000004239,,Lamiastrum galeobdolon
NBNSYS0000014838,,Lamiastrum galeobdolon subsp. argentatum
NBNSYS0000004760,,Lamiastrum galeobdolon subsp. montanum
NBNSYS0000004244,,Lamium album
NBNSYS0000004240,,Lamium amplexicaule
NHMSYS0000460083,,Lamium hybridum
NHMSYS0000460084,,Lamium maculatum
NBNSYS0000004243,,Lamium purpureum
NBNSYS0000004515,,Lapsana communis
NHMSYS0000460107,,Lapsana communis subsp. communis
NHMSYS0000460126,,Larix decidua
NHMSYS0001754704,,Larix decidua x kaempferi = L. x marschlinsii
NHMSYS0000460129,,Larix kaempferi
NBNSYS0000004170,,Lathraea clandestina
NBNSYS0000004169,,Lathraea squamaria
NBNSYS0000003298,,Lathyrus aphaca
NHMSYS0000460178,,Lathyrus grandiflorus
NBNSYS0000003305,,Lathyrus latifolius
NHMSYS0000460181,,Lathyrus linifolius
NBNSYS0000003299,,Lathyrus nissolia
NBNSYS0000032271,,Lathyrus odoratus
NBNSYS0000003301,,Lathyrus pratensis
NBNSYS0000003303,,Lathyrus sylvestris
NBNSYS0000003302,,Lathyrus tuberosus
NBNSYS0000004619,,Laurus nobilis
NHMSYS0001754777,,Lavandula angustifolia x latifolia = L. x intermedia
NHMSYS0001754627,,Lavatera olbia x thuringiaca = L. x clementii
NBNSYS0000033950,,Lavatera plebeia
NBNSYS0000004293,,Legousia hybrida
NBNSYS0000002359,,Lemna gibba
NBNSYS0000002358,,Lemna minor
NBNSYS0000002357,,Lemna trisulca
NHMSYS0000460230,,Lens culinaris
NBNSYS0000004522,,Leontodon autumnalis
NBNSYS0000033289,,Leontodon autumnalis subsp. pratensis
NBNSYS0000004523,,Leontodon hispidus
NBNSYS0000004524,,Leontodon saxatilis
NBNSYS0000004246,,Leonurus cardiaca
NHMSYS0000460248,,Lepidium campestre
NHMSYS0020704161,,Lepidium divaricatum
NBNSYS0000002837,,Lepidium draba
NBNSYS0000002830,,Lepidium heterophyllum
NBNSYS0000014104,,Lepidium hyssopifolium
NBNSYS0000002833,,Lepidium latifolium
NBNSYS0000004664,,Lepidium perfoliatum
NBNSYS0000002831,,Lepidium ruderale
NBNSYS0000002828,,Lepidium sativum
NBNSYS0000002832,,Lepidium virginicum
NBNSYS0000161725,,Leucanthemum lacustre x maximum = L. x superbum
NHMSYS0000460302,,Leucanthemum maximum
NBNSYS0000004464,,Leucanthemum vulgare
NBNSYS0000002252,,Leucojum aestivum
NHMSYS0000460315,,Levisticum officinale
NHMSYS0000460318,,Leycesteria formosa
NHMSYS0000460332,,Ligularia dentata
NBNSYS0000003952,,Ligustrum ovalifolium
NBNSYS0000003951,,Ligustrum vulgare
NBNSYS0000002171,,Lilium martagon
NBNSYS0000002172,,Lilium pyrenaicum
NBNSYS0000004089,,Limosella aquatica
NHMSYS0000460379,,Linaria dalmatica
NHMSYS0000460386,,Linaria purpurea
NBNSYS0000161728,,Linaria purpurea x repens = L. x dominii
NHMSYS0000460387,,Linaria repens
NBNSYS0000004070,,Linaria supina
NHMSYS0000460394,,Linaria vulgaris
NBNSYS0000003145,,Linum catharticum
NBNSYS0000003144,,Linum perenne
NBNSYS0000003143,,Linum usitatissimum
NHMSYS0000460406,,Listera cordata
NHMSYS0000460407,,Listera ovata
NBNSYS0000004017,,Lithospermum arvense
NBNSYS0000004016,,Lithospermum officinale
NBNSYS0000004280,,Littorella uniflora
NBNSYS0000004761,,Lobelia erinus
NBNSYS0000002861,,Lobularia maritima
NBNSYS0000002529,,Lolium multiflorum
NBNSYS0000002527,,Lolium perenne
NHMSYS0001754560,,Lolium perenne x multiflorum = L. x boucheanum
NBNSYS0000002530,,Lolium temulentum
NBNSYS0000004334,,Lonicera caprifolium
NBNSYS0000161733,,Lonicera caprifolium x etrusca = L. x italica
NHMSYS0000460449,,Lonicera involucrata
NHMSYS0000460452,,Lonicera nitida
NBNSYS0000004333,,Lonicera periclymenum
NHMSYS0000460453,,Lonicera pileata
NBNSYS0000004331,,Lonicera xylosteum
NBNSYS0000003258,,Lotus corniculatus
NBNSYS0000003260,,Lotus pedunculatus
NHMSYS0000460472,,Lotus tenuis
NBNSYS0000002918,,Lunaria annua
NBNSYS0000003203,,Lupinus arboreus
NHMSYS0001754684,,Lupinus arboreus x polyphyllus = L. x regalis
NHMSYS0000460487,,Lupinus polyphyllus
NBNSYS0000002246,,Luzula campestris
NHMSYS0000460494,,Luzula luzuloides
NBNSYS0000002247,,Luzula multiflora
NBNSYS0000004765,,Luzula multiflora subsp. congesta
NHMSYS0000460498,,Luzula multiflora subsp. multiflora
NBNSYS0000002239,,Luzula pilosa
NHMSYS0000460501,,Luzula sylvatica
NBNSYS0000004762,,Lychnis coronaria
NBNSYS0000003003,,Lychnis flos-cuculi
NBNSYS0000004032,,Lycium barbarum
NHMSYS0000460513,,Lycium chinense
NHMSYS0000460517,,Lycopersicon esculentum
NBNSYS0000002001,,Lycopodiella inundata
NBNSYS0000002003,,Lycopodium clavatum
NBNSYS0000004206,,Lycopus europaeus
NHMSYS0000460540,,Lysichiton americanus
NBNSYS0000003934,,Lysimachia nemorum
NBNSYS0000003935,,Lysimachia nummularia
NBNSYS0000003938,,Lysimachia punctata
NBNSYS0000003940,,Lysimachia thyrsiflora
NBNSYS0000003936,,Lysimachia vulgaris
NBNSYS0000003525,,Lythrum hyssopifolia
NBNSYS0000004767,,Lythrum junceum
NHMSYS0000460546,,Lythrum portula
NBNSYS0000003524,,Lythrum salicaria
NBNSYS0000002756,,Mahonia aquifolium
NHMSYS0100001997,,Maianthemum kamtschaticum
NHMSYS0000460562,,Malcolmia africana
NHMSYS0000460571,,Malus pumila
NBNSYS0000003463,,Malus sylvestris sens.lat.
NBNSYS0000014312,,Malva alcea
NBNSYS0000003130,,Malva moschata
NBNSYS0000003133,,Malva neglecta
NBNSYS0000003135,,Malva parviflora
NHMSYS0000460577,,Malva pusilla
NBNSYS0000003131,,Malva sylvestris
NBNSYS0000003136,,Malva verticillata
NBNSYS0000004258,,Marrubium vulgare
NBNSYS0000004462,,Matricaria discoidea
NBNSYS0000004461,,Matricaria recutita
NHMSYS0000460615,,Matteuccia struthiopteris
NBNSYS0000034364,,Matthiola longipetala
NHMSYS0000460627,,Meconopsis cambrica
NHMSYS0000460629,,Medicago arabica
NBNSYS0000003222,,Medicago lupulina
NHMSYS0000460638,,Medicago minima
NBNSYS0000003224,,Medicago polymorpha
NBNSYS0000013971,,Medicago sativa
NBNSYS0000003219,,Medicago sativa subsp. falcata
NBNSYS0000003221,,Medicago sativa subsp. sativa
NBNSYS0000003220,,Medicago sativa subsp. varia
NHMSYS0000460644,,Medicago truncatula
NBNSYS0000004138,,Melampyrum pratense
NBNSYS0000004139,,Melampyrum sylvaticum
NBNSYS0000002569,,Melica nutans
NBNSYS0000002568,,Melica uniflora
NHMSYS0000460662,,Melilotus albus
NBNSYS0000003226,,Melilotus altissimus
NBNSYS0000003229,,Melilotus indicus
NHMSYS0000460663,,Melilotus officinalis
NBNSYS0000004218,,Melissa officinalis
NBNSYS0000004198,,Mentha aquatica
NBNSYS0000161746,,Mentha aquatica x spicata = M. x piperita
NBNSYS0000004195,,Mentha arvensis
NHMSYS0001754381,,Mentha arvensis x aquatica = M. x verticillata
NHMSYS0001754382,,Mentha arvensis x aquatica x spicata = M. x smithiana
NBNSYS0000161748,,Mentha arvensis x spicata = M. x gracilis
NHMSYS0000460672,,Mentha longifolia
NBNSYS0000004194,,Mentha pulegium
NBNSYS0000004203,,Mentha spicata
NHMSYS0001754543,,Mentha spicata x longifolia = M. x villosonervata
NBNSYS0000161752,,Mentha spicata x suaveolens = M. x villosa
NBNSYS0000004204,,Mentha suaveolens
NHMSYS0001754542,,Mentha suaveolens x longifolia = M. x rotundifolia
NBNSYS0000003976,,Menyanthes trifoliata
NBNSYS0000003722,,Mercurialis annua
NBNSYS0000003721,,Mercurialis perennis
NBNSYS0000002663,,Milium effusum
NBNSYS0100004085,,Mimulus aggregate
NBNSYS0000004084,,Mimulus guttatus
