taxon,tvk,start_day,start_month,end_day,end_month,stage
Passaloecus clypealis,NHMSYS0000876535,1,5,30,9,mature
Passaloecus corniger,NHMSYS0000876536,1,5,31,10,mature
Passaloecus gracilis,NHMSYS0000876539,1,4,30,9,mature
Passaloecus insignis,NHMSYS0000876541,1,5,31,10,mature
Passaloecus monilicornis,NHMSYS0000876542,1,6,30,9,mature
Passaloecus singularis,NHMSYS0000876544,1,5,30,9,mature
Passaloecus turionum,NBNSYS0100004491,1,5,30,9,mature
Pemphredon inornata,NHMSYS0000876562,1,5,31,10,mature
Pemphredon lethifer,NBNSYS0000009551,1,5,31,10,mature
Pemphredon lugubris,NHMSYS0000876563,1,5,31,12,mature
Pemphredon morio,NHMSYS0000876564,1,5,30,9,mature
Pemphredon rugifera,NBNSYS0100004530,1,6,31,8,mature
Philanthus triangulum,NHMSYS0000876577,1,5,31,10,mature
Philoctetes truncatus,NBNSYS0100004564,1,7,31,7,mature
Podalonia affinis,NHMSYS0000876591,1,3,30,9,mature
Polistes dominulus,NHMSYS0000876596,1,7,30,9,mature
Pompilus cinereus,NBNSYS0000009413,1,5,31,10,mature
Ponera coarctata,NHMSYS0000876602,1,3,30,11,mature
Priocnemis agilis,NBNSYS0000009401,1,5,31,10,mature
Priocnemis confusor,NHMSYS0020936612,1,5,31,10,mature
Priocnemis cordivalvata,NBNSYS0000009402,1,4,30,9,mature
Priocnemis coriacea,NBNSYS0000007950,1,4,31,8,mature
Priocnemis exaltata,NBNSYS0000009403,1,4,31,10,mature
Priocnemis fennica,NBNSYS0000009404,1,5,31,10,mature
Priocnemis hyalinata,NBNSYS0000009406,1,6,31,10,mature
Priocnemis parvula,NBNSYS0000009407,1,4,31,10,mature
Priocnemis perturbator,NBNSYS0000009411,1,3,31,8,mature
Priocnemis pusilla,NBNSYS0000009409,1,4,30,11,mature
Priocnemis schioedtei,NBNSYS0000009410,1,4,31,10,mature
Priocnemis susterai,NBNSYS0000009412,1,4,31,8,mature
Psenulus concolor,NHMSYS0000876634,1,4,30,9,mature
Psenulus pallipes,NBNSYS0000009538,1,4,31,10,mature
Psenulus schencki,NHMSYS0000876635,1,5,30,9,mature
Pseudepipona herrichii,NHMSYS0000876638,1,6,31,8,mature
Pseudomalus auratus,NBNSYS0100004922,1,5,30,9,mature
Pseudomalus violaceus,NBNSYS0100004923,1,5,30,9,mature
Pseudospinolia neglecta,NBNSYS0100004936,1,4,31,8,mature
Rhopalum clavipes,NHMSYS0000876655,1,4,31,10,mature
Rhopalum coarctatum,NHMSYS0000876656,1,4,31,10,mature
Rhopalum gracile,NHMSYS0000876657,1,6,31,8,mature
Sapyga quinquepunctata,NHMSYS0000876664,1,3,30,9,mature
Smicromyrme rufipes,NBNSYS0100005540,1,4,30,9,mature
Sphecodes crassus,NBNSYS0000009728,1,3,30,9,mature
Sphecodes ephippius,NHMSYS0000876679,1,3,31,10,mature
Sphecodes ferruginatus,NHMSYS0000876681,1,4,30,9,mature
Sphecodes geoffrellus,NBNSYS0100005568,1,1,31,10,mature
Sphecodes gibbus,NHMSYS0000876682,1,3,31,10,mature
Sphecodes hyalinatus,NHMSYS0000876683,1,4,31,10,mature
Sphecodes longulus,NHMSYS0000876684,1,4,31,10,mature
Sphecodes miniatus,NBNSYS0000009736,1,4,30,9,mature
Sphecodes monilicornis,NHMSYS0000876686,1,3,31,10,mature
Sphecodes niger,NHMSYS0000876687,1,4,31,10,mature
Sphecodes pellucidus,NHMSYS0000876688,1,3,31,12,mature
Sphecodes puncticeps,NHMSYS0000876691,1,4,31,12,mature
Sphecodes reticulatus,NHMSYS0000876692,1,3,31,10,mature
Sphecodes rubicundus,NBNSYS0000009742,1,4,31,7,mature
Sphecodes scabricollis,NHMSYS0000876694,1,4,30,9,mature
Sphecodes spinulosus,NHMSYS0000876697,1,5,31,8,mature
Spilomena beata,NHMSYS0000876702,1,5,31,10,mature
Spilomena curruca,NBNSYS0100005571,1,6,31,10,mature
Spilomena enslini,NHMSYS0000876704,1,5,30,9,mature
Spilomena troglodytes,NHMSYS0000876705,1,5,31,10,mature
Stelis breviuscula,NHMSYS0000876709,1,6,30,9,mature
Stelis ornatula,NHMSYS0000876711,1,5,31,8,mature
Stelis phaeoptera,NHMSYS0000876712,1,5,30,9,mature
Stelis punctulatissima,NHMSYS0000876713,1,6,30,9,mature
Stenamma debile,NBNSYS0100005585,1,2,31,12,mature
Stigmus pendulus,NHMSYS0000876716,1,4,31,10,mature
Stigmus solskyi,NHMSYS0000876717,1,5,31,10,mature
Strongylognathus testaceus,NHMSYS0000876720,1,7,30,9,mature
Symmorphus bifasciatus,NBNSYS0100005641,1,5,30,9,mature
Symmorphus connexus,NHMSYS0000876723,1,5,31,8,mature
Symmorphus crassicornis,NHMSYS0000876724,1,5,31,8,mature
Symmorphus gracilis,NHMSYS0000876725,1,5,30,9,mature
Tachysphex nitidus,NHMSYS0000876732,1,5,31,8,mature
Tachysphex pompiliformis,NHMSYS0000876735,1,4,31,10,mature
Tachysphex unicolor sensu lato,NHMSYS0000873270,1,5,31,7,mature
Tapinoma erraticum sensu lato,NHMSYS0020936618,1,4,31,10,mature
Temnothorax interruptus,NHMSYS0000876742,1,4,31,10,mature
Tetramorium bicarinatum,NHMSYS0000876750,1,5,31,12,mature
Tetramorium caespitum,NHMSYS0000876751,1,3,30,11,mature
Tiphia femorata,NHMSYS0000876757,1,5,30,9,mature
Tiphia minuta,NHMSYS0000876758,1,4,30,9,mature
Trichrysis cyanea,NHMSYS0000876762,1,2,31,10,mature
Trypoxylon attenuatum,NHMSYS0000876764,1,5,31,10,mature
Trypoxylon clavicerum,NHMSYS0000876765,1,5,31,10,mature
Trypoxylon figulus sensu lato,NHMSYS0000873272,1,3,31,12,mature
Trypoxylon medium,NHMSYS0000876766,1,5,31,10,mature
Trypoxylon minus,NHMSYS0000876767,1,6,30,6,mature
Vespula austriaca,NHMSYS0000876780,1,4,30,9,mature
Vespula rufa,NHMSYS0000876782,1,2,31,12,mature
Xylocopa violacea,NHMSYS0000876788,1,3,30,9,mature
