code,taxon,tvk
3,Setophaga coronata,NHMSYS0021003272
3,Setophaga citrina,NHMSYS0021003276
3,Setophaga tigrina,NHMSYS0021003280
3,Setophaga americana,NHMSYS0021003285
3,Setophaga magnolia,NHMSYS0021003289
3,Setophaga castanea,NHMSYS0021003293
3,Setophaga fusca,NHMSYS0021003297
3,Setophaga pensylvanica,NHMSYS0021003309
3,Setophaga striata,NHMSYS0021003313
3,Parkesia noveboracensis,NHMSYS0021003401
4,Porphyrio martinica,NHMSYS0021003461
4,Larus glaucoides thayeri,NHMSYS0021003554
4,Luscinia megarhynchos golzii,NHMSYS0021003569
2,Calidris pugnax,NHMSYS0021003584
3,Calidris falcinellus,NHMSYS0021003588
2,Calidris subruficollis,NHMSYS0021003598
3,Saxicola maurus,NHMSYS0021003642
3,Coccyzus erythropthalmus,NHMSYS0021003730
2,Bubo scandiacus,NHMSYS0021003743
4,Iduna caligata,NHMSYS0021003799
4,Iduna pallida,NHMSYS0021003803
4,Iduna rama,NHMSYS0021003811
3,Cardellina pusilla,NHMSYS0021003981
2,Geokichla sibirica,NHMSYS0021004005
3,Larvivora cyane,NHMSYS0021004033
4,Larvivora sibilans,NHMSYS0021004037
3,Calliope calliope,NHMSYS0021004122
2,Spinus spinus,NHMSYS0021004277
2,Linaria cannabina,NHMSYS0021004282
3,Linaria flavirostris,NHMSYS0021004297
2,Acanthis cabaret,NHMSYS0021004312
3,Acanthis flammea,NHMSYS0021004317
4,Acanthis flammea rostrata,NHMSYS0021004322
4,Acanthis flammea flammea,NHMSYS0021004327
4,Acanthis hornemanni,NHMSYS0021004332
4,Acanthis hornemanni hornemanni,NHMSYS0021004337
4,Acanthis hornemanni exilipes,NHMSYS0021004342
2,Hydrocoloeus minutus,NHMSYS0021053536
2,Phalaropus tricolor,NHMSYS0021053540
2,Actitis hypoleucos,NHMSYS0021053542
4,Actitis macularius,NHMSYS0021053543
2,Stercorarius skua,NHMSYS0021053549
4,Onychoprion aleuticus,NHMSYS0021053551
4,Onychoprion fuscatus,NHMSYS0021053552
1,Coloeus monedula,NHMSYS0021178877
4,Clanga clanga,NHMSYS0021268746
2,Tachymarptis melba,NHMSYS0021268976
3,Spilopelia senegalensis,NHMSYS0021269591
3,Antigone canadensis,NHMSYS0021270746
2,Phoeniconaias minor,NHMSYS0021271281
2,Dryobates minor,NHMSYS0021271561
2,Thectocercus acuticaudatus,NHMSYS0021272726
2,Ardenna grisea,NHMSYS0021273556
3,Ardenna gravis,NHMSYS0021273561
3,Leucophaeus atricilla,NHMSYS0021274071
2,Ichthyaetus audouinii,NHMSYS0021274076
3,Chroicocephalus cirrocephalus,NHMSYS0021274081
2,Ichthyaetus ichthyaetus,NHMSYS0021274091
2,Ichthyaetus melanocephalus,NHMSYS0021274101
3,Leucophaeus pipixcan,NHMSYS0021274111
3,Thalasseus bengalensis,NHMSYS0021274146
3,Thalasseus elegans,NHMSYS0021274161
3,Thalasseus albididorsalis/maximus,NHMSYS0021274166
1,Thalasseus sandvicensis,NHMSYS0021274181
4,Oenanthe hispanica/melanoleuca,NHMSYS0021274916
4,Iduna opaca,NHMSYS0021275191
3,Arundinax aedon,NHMSYS0021275196
4,Alaudala rufescens,NHMSYS0021275201
3,Alauda leucoptera,NHMSYS0021275206
2,Carpodacus sibiricus,NHMSYS0021275286
4,Lanius excubitor pallidirostris,NHMSYS0021275351
2,Trochalopteron formosum,NHMSYS0021275366
3,Helopsaltes certhiola,NHMSYS0021275411
3,Leiothlypis peregrina,NHMSYS0021275466
3,Setophaga palmarum,NHMSYS0021275476
3,Setophaga aestiva,NHMSYS0021275481
2,Sturnia sinensis,NHMSYS0021275511
2,Agropsar sturninus,NHMSYS0021275521
2,Zoothera aurea,NHMSYS0021275551
3,Mareca americana,NHMSYS0021276046
1,Spatula clypeata,NHMSYS0021276051
3,Spatula cyanoptera,NHMSYS0021276056
3,Spatula discors,NHMSYS0021276061
1,Mareca penelope,NHMSYS0021276071
2,Mareca falcata,NHMSYS0021276081
3,Sibirionetta formosa,NHMSYS0021276086
2,Spatula versicolor,NHMSYS0021276096
3,Spatula rhynchotis,NHMSYS0021276101
2,Spatula querquedula,NHMSYS0021276106
2,Mareca sibilatrix,NHMSYS0021276111
1,Mareca strepera,NHMSYS0021276116
3,Anser serrirostris,NHMSYS0021276136
1,Cygnus,NHMSYS0021277784
2,Cecropis daurica,NHMSYS0021277814
2,Phalacrocorax carbo sinensis,NHMSYS0021277834
4,Zapornia parva,NHMSYS0021311282
4,Zapornia pusilla,NHMSYS0021311287
4,Curruca cantillans/iberiae,NHMSYS0021311312
2,Curruca communis,NHMSYS0021311327
4,Curruca conspicillata,NHMSYS0021311337
2,Curruca curruca,NHMSYS0021311347
3,Curruca hortensis,NHMSYS0021311367
4,Curruca melanocephala,NHMSYS0021311382
2,Curruca nana,NHMSYS0021311402
3,Curruca nisoria,NHMSYS0021311407
4,Curruca ruppeli,NHMSYS0021311417
4,Curruca sarda,NHMSYS0021311422
2,Curruca undata,NHMSYS0021311432
4,Hydrobates castro,NHMSYS0021537803
2,Hydrobates leucorhous,NHMSYS0021537808
4,Hydrobates monorhis,NHMSYS0021537818
2,Gulosus aristotelis,NHMSYS0021537828
4,Nannopterum auritum,NHMSYS0021537848
3,Anser fabialis/serrirostris,NHMSYS0021621879
