taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Anarsia lineatella,NHMSYS0000501234,1,1,1957,,,
Gelechia sabinellus,NBNSYS0100003245,28,8,1971,31,8,1978
Gelechia senticetella,NHMSYS0000502712,6,8,1988,,,
Metzneria neuropterella,NHMSYS0000503226,1,1,1981,,,
Scrobipalpa clintoni,NHMSYS0000504141,1,1,1965,,,
