"km100","km10","coord_system","taxon","tvk"
"SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SD","08 09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SJ","00 03 04 05 06 07 08 13 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SM","50 70 72 73 80 81 82 83 84 90 91 92 93 94","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SN","00 03 04 10 11 12 14 15 20 21 22 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SO","00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 29 30 31 32 33 34 35 36 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SR","89 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SS","09 10 11 14 19 20 21 22 31 38 39 42 43 44 48 49 53 54 58 59 64 68 69 70 73 74 77 78 79 80 83 84 87 88 89 90 91 92 93 94 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"ST","00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SV","80 81 90 91","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SX","03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 44 45 46 47 48 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 83 84 85 86 87 88 89 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41 42","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TV","49 59 69","OSGB","Sigara (Sigara) dorsalis","NHMSYS0020309829"
"TG","32 33 40 41 42 50 51","OSGB","Sigara (Sigara) striata","NHMSYS0020309830"
"TL","90","OSGB","Sigara (Sigara) striata","NHMSYS0020309830"
"TM","00 59","OSGB","Sigara (Sigara) striata","NHMSYS0020309830"
"TQ","10 11 20 21 30 31 32 33 40 41 42 43 44 48 50 51 52 53 54 56 57 58 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Sigara) striata","NHMSYS0020309830"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Sigara (Sigara) striata","NHMSYS0020309830"
"TV","49 59 69","OSGB","Sigara (Sigara) striata","NHMSYS0020309830"
"HP","50 51 60 61","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"HT","93 94","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"HU","14 15 24 25 26 27 28 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 54 56 57 58 59 67 68 69","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"HW","83","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"HX","62","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"HY","10 20 21 22 30 31 32 33 34 40 41 42 43 44 45 50 51 52 53 54 55 60 61 62 63 64 73 74 75","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"","64 74 91 92 93","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NB","00 01 02 03 10 11 12 13 14 20 21 22 23 24 25 31 32 33 34 35 40 41 42 43 44 45 46 52 53 54 55 56 90 91","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NC","00 01 02 03 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 43 44 45 46 50 51 52 53 54 55 56 60 62 64 65 66 70 71 72 74 75 76 80 81 82 84 85 86 90 91 92 93 94 95 96","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"ND","01 02 03 04 05 06 07 12 13 14 15 16 17 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 47 48 49","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NF","09 19 60 67 68 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NG","08 09 13 14 15 18 19 20 23 24 25 26 29 30 31 32 33 34 35 36 37 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NH","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NJ","00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NK","02 03 04 05 06 13 14 15","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NL","57 58 68 69 79 93 94","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NM","04 05 15 16 19 21 22 23 24 25 26 31 32 33 34 35 37 38 40 41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 57 59 60 61 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NN","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NO","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NR","15 16 24 25 26 27 34 35 36 37 38 39 44 45 46 47 48 49 50 51 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NS","00 01 02 03 04 05 06 07 08 09 10 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NT","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NU","00 01 02 03 04 05 10 11 12 13 14 20 21 22 23","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NW","95 96 97","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NY","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"NZ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SD","08 09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 71 72 73 74 75 76 77 78 81 82 83 84 85 86 87 88 92 93 94 95 96 97 98","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SJ","00 03 04 05 06 07 08 10 11 12 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SM","50 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SN","00 01 02 03 04 10 11 13 14 15 20 21 22 30 31 40 41 50 51 58 59 61 69 70 71 74 75 79 80 81 82 83 85 90 91 92 93 94","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SO","00 01 03 09 10 11 12 13 14 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SR","89 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SS","09 11 14 19 38 39 42 43 44 48 49 53 58 59 68 69 78 79 80 84 87 88 89 90 91 92 93 94 96 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"ST","00 01 02 03 04 06 08 09 10 11 12 13 14 16 17 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SV","80 81 90 91","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 75 76 81 82 83 84 87 93 95 96 97","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SX","03 05 06 14 15 16 17 18 25 26 27 28 35 36 37 38 44 45 46 47 48 54 55 56 57 58 63 64 65 66 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"SZ","07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TR","01 02 03 06 07 09 12 13 15 16 23 26 27 33 34 35 36 37 46 47","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"TV","49 59 69","OSGB","Sigara (Subsigara) distincta","NHMSYS0020309832"
"HX","62","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"HY","20 21 22 30 31 32 33 34 40 41 42 43 44 45 50 51 53 60 62 63 64 74 75","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NC","70 90 91","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"ND","01 07 27 29 36 37 38 39 47 48 49","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NF","60 70 80","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NH","55 63 64 65 68 70 74 75 76 77 78 79 80 81 82 85 86 87 88 89 91 92 93 94 95 96 98","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NJ","01 02 03 04 05 06 11 12 13 14 15 16 17 20 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NK","02 03 04 05 06 13 14 15","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NL","69 93 94","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NM","04 05 15 16 25 26 70 71 80 81 82 83 90 91 92 93","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NN","00 01 02 03 04 10 11 12 13 15 20 21 22 30 31 32 33 40 41 42 50 51 52 53 60 62 63 70 71 72 73 74 75 79 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NO","00 01 02 03 04 06 10 11 12 13 14 15 16 20 21 22 23 24 25 26 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NR","24 25 26 34 35 36 37 39 44 46 50 51 60 61 62 63 64 65 67 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 88 89 92 93 95 97 98 99","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NS","00 01 02 03 05 06 08 09 10 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NT","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NU","00 01 02 03 04 05 10 11 12 13 14 20 21 22 23","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NW","95 96 97","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
"NY","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Sigara (Subsigara) falleni","NHMSYS0020309833"
