taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Alytes obstetricans,NHMSYS0000080161,1,1,1898,,,
Coronella austriaca,NHMSYS0000332360,1,1,1859,,,
Elaphe longissima,NHMSYS0000080230,1,1,1970,,,
