"start_day","start_month","end_day","end_month","stage","taxon","tvk"
1,7,31,12,"mature","Stenella coeruleoalba","NBNSYS0000188741"
1,4,31,8,"mature","Lagenorhynchus acutus","NHMSYS0000080195"
