"km100","km10","coord_system","taxon","tvk"
"NS","00 01 02 03 04 05 06 07 08 09 10 14 15 16 17 18 19 20 21 23 24 25 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 52 53 54 55 56 57 58 59 60 62 65 66 67 68 69 70 71 74 75 76 77 78 79 80 81 83 84 85 86 89 90 93 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SW","43 53 63 64 72 73 74 83 84 85 86 94 96 97","OSGB","Allygus mixtus","NHMSYS0020705189"
"SX","04 05 07 15 25 85 86 87 88 89 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SY","08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 32 33","OSGB","Allygus mixtus","NHMSYS0020705189"
"TF","00 01 02 03 04 05 06 07 09 10 11 12 13 14 15 16 17 18 19 20 22 25 26 27 29 36 37 38 39 41 46 47 60 61 62 70 71 72 73 80 81 82 83 90 91 92 93","OSGB","Allygus mixtus","NHMSYS0020705189"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 40 41 42 50","OSGB","Allygus mixtus","NHMSYS0020705189"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"TM","00 01 02 03 04 05 07 08 09 11 12 13 14 15 16 17 19 21 22 23 24 25 26 27 28 29 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Allygus mixtus","NHMSYS0020705189"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Allygus mixtus","NHMSYS0020705189"
"TV","69","OSGB","Allygus mixtus","NHMSYS0020705189"
"NY","02 03 04 05 06 07 08 09 13 14 15 16 17 19 24 25 26 27 28 29 34 35 36 38 39 44 45 46 47 49 56 59","OSGB","Allygus mixtus","NHMSYS0020705189"
"NZ","00 10 11 20 21 30 31 41 50 51 60 61 62 70 71 72 80 81 90 91","OSGB","Allygus mixtus","NHMSYS0020705189"
"SD","16 17 20 21 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 57 60 62 63 64 67 70 72 73 74 75 76 77 80 83 84 85 86 87 88 92 93 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SE","01 02 03 04 05 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SH","12 22 23 24 27 28 32 33 34 36 37 38 39 43 44 45 46 47 48 49 52 53 54 55 56 57 58 63 64 65 66 67 68 71 74 75 76 77 78 84 85 86 87 88 95 96 97 98","OSGB","Allygus mixtus","NHMSYS0020705189"
"SJ","04 05 07 08 10 11 12 16 17 18 20 21 22 23 27 28 29 30 31 32 33 34 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 97 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SK","00 01 02 03 04 05 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SM","80 90","OSGB","Allygus mixtus","NHMSYS0020705189"
"SN","20 30 31 40 50","OSGB","Allygus mixtus","NHMSYS0020705189"
"SO","19 21 25 27 28 29 30 36 37 38 39 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 57 58 59 60 61 62 63 64 65 66 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"NU","05","OSGB","Allygus mixtus","NHMSYS0020705189"
"NX","09 16 17 18 19 26 27 35 36 37 38 39 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 93 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"ST","00 01 02 03 04 10 11 12 13 14 17 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SR","99","OSGB","Allygus mixtus","NHMSYS0020705189"
"SS","43 44 48 49 58 59 68 69 78 79 80 87 88 90 91","OSGB","Allygus mixtus","NHMSYS0020705189"
"SD","60 62 70 90","OSGB","Allygus modestus","NHMSYS0020705190"
"SE","11 12 13 14 20 21 22 23 24 26 27 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 88 90 91 92 93 94 95","OSGB","Allygus modestus","NHMSYS0020705190"
"SO","70 71 72 73 74 75 76 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Allygus modestus","NHMSYS0020705190"
"SP","00 01 02 03 04 05 10 11 12 13 14 15 20 21 22 23 24 25 26 30 31 32 33 34 35 36 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 90 91 92 93 94 95 99","OSGB","Allygus modestus","NHMSYS0020705190"
"SJ","46 47 55 56 57 58 59 65 66 67 68 75 76 77 78 79 81 82 85 86 87 88 89 97 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"SK","03 10 11 12 13 21 23 26 30 34 36 37 38 39 44 45 46 47 48 49 55 56 57 58 59 60 61 67 68 69 70 71 72 78 79 80 81 82 83 88 89 91 92 93 95 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"SU","00 01 03 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"SY","19 29 39 49 59 68 69 78 79 88 89 97 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"SS","90","OSGB","Allygus modestus","NHMSYS0020705190"
"ST","01 02 03 04 11 12 13 14 20 21 22 23 24 30 31 32 33 34 40 41 42 43 44 50 51 52 53 54 55 60 61 62 63 64 70 71 72 73 74 80 81 82 84 90 91 92 93 95 96 97 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"NZ","50","OSGB","Allygus modestus","NHMSYS0020705190"
"TA","00 01 02 03 04 05 06 10 11 12 13 14 15 16 18 20 21 22 23 24 26 27 31 32 33 41","OSGB","Allygus modestus","NHMSYS0020705190"
"TF","01 02 03 05 08 09 18 19 28 29 37 38 39 41 49 70 71 80 82 90 91 92 93","OSGB","Allygus modestus","NHMSYS0020705190"
"TG","00 01 02 03 04 10 11 12 13 20 21 22 23 30 31 32 40 41","OSGB","Allygus modestus","NHMSYS0020705190"
"TL","00 01 02 03 04 05 10 11 12 13 14 20 21 22 23 24 25 30 31 32 33 34 39 40 41 42 43 47 48 50 51 52 54 55 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 95 96 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 19 21 22 23 24 25 26 27 28 29 34 35 36 37 38 39 47 48 49 58 59","OSGB","Allygus modestus","NHMSYS0020705190"
"TQ","00 01 03 04 05 06 07 08 09 10 11 14 15 16 17 18 19 21 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Allygus modestus","NHMSYS0020705190"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Allygus modestus","NHMSYS0020705190"
"SZ","07 08 09 19 29 38 39 48 49 57 58 59 68 69 79 89","OSGB","Allygus modestus","NHMSYS0020705190"
"NY","06 07 08 09 14 16 17 18 19 26 27 28 29 30 31 38 39 40 41 42 49 50 51 60 61 63 70 71 80 81 83 90 91 93","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SE","01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 75 76 77 78 79 80 81 83 86 88 89 90 91 92 93 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 63 66 67 68 76 77 78 86 87 88 97 98","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NZ","00 01 10 11 40 43 50 51 52 60 61 62 70 71 80 81 90","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SD","08 16 17 20 21 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SM","80 90","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SN","00 10 14 20 30 31 40 41 50 58 59 61 69 71 81 82 83 90 91 92 93","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SJ","07 08 10 18 20 21 22 28 29 31 32 33 34 38 39 40 41 46 47 48 49 50 51 55 56 57 58 59 65 66 67 68 69 75 76 77 78 79 80 85 86 87 88 89 90 91 93 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SK","00 03 04 10 11 12 13 14 15 17 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 62 63 64 65 67 68 69 70 71 79 80 81 82 83 84 87 88 89 90 91 92 93 94 95 96 97","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NW","96","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NX","03 05 06 07 16 17 25 26 27 28 29 35 36 37 38 39 45 46 47 48 49 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 93 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"ST","00 01 02 06 07 08 09 10 11 12 13 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 78 79 80 81 82 83 87 88 89 90 91 92 93 94 95 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SU","00 01 02 03 04 05 08 09 10 11 12 13 14 15 16 18 19 20 21 22 23 24 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SX","08 09 19","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SY","08 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TA","00 01 02 03 05 06 07 08 09 10 12 13 14 15 16 17 18 21 22 23 24 26 27 31 32 33 41","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TF","00 01 02 03 04 05 06 07 09 10 11 12 13 14 19 20 21 22 26 28 30 31 37 38 41 46 50 60 61 62 70 71 72 73 80 81 82 83 90 91 92 93","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 54 55 56 57 58 59 60 66 67 68 69 70 71 73 76 77 78 79 84 87 88 89 94 95 96 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SO","00 01 02 03 04 05 10 11 12 13 14 19 20 21 22 23 24 29 30 31 32 37 39 40 41 42 43 50 51 52 60 61 62 70 71 73 74 80 81 90 91 92 93 94 95 96 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 57 59 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SR","99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SS","10 11 14 20 21 22 31 32 40 41 44 48 49 52 54 58 59 64 69 78 79 87 88 96 97","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"HY","30 31 32 43 61 62 63 73 74 75","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NB","30 90 91","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NC","00 01 02 03 10 11 12 13 14 20 21 22 30 36 40 50 56 66 70 76 86 90 91 92 96","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"ND","01 02 03 04 05 06 07 12 13 14 15 16 17 23 25 26 27 33 34 35 36 37 48 49","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NG","45 46 47 56 63 64 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 93 94 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NH","00 01 02 03 04 05 06 07 08 09 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NJ","01 02 03 04 05 11 12 13 14 15 17 23 24 25 26 27 33 34 35","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NM","88 89 96 98","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NN","15 16 17 18 19 25 26 27 28 29 37 38 39 46 48 55 58 59 62 63 65 66 67 68 69 71 72 73 74 75 76 79 82 83 84 85 86 90 92 93 94 95 96","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NO","00 02 03 04 06 07 10 11 12 13 14 15 16 17 19 20 23 24 25 27 34 35 45","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NS","24 30 33 37 38 40 41 46 47 49 50 56 57 60 61 65 66 67 70 71 75 76 80 81 82 83 84 85 86 88 90 91 93 96 97 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"NT","00 01 02 03 04 05 06 07 09 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 29 32 33 34 35 36 37 39 40 43 44 45 46 47 54 55 56 57 60 61 64 65 66 67 70 71 72 73 74 75 76 77 81 82 85 86 87","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TR","03 04 05 07 09 13 14 15 16 23 24 25 27 33 34 37 46 47","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TM","00 02 03 04 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 89 92 93 94 95 96 97 98 99","OSGB","Alnetoidea alneti","NHMSYS0020705191"
"SJ","80 90 91","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SK","11 20 47 57 58 59 69 79 88 89","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SN","20 30 31 40","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"TQ","19 28 29 38 39 49 58 59 68","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SP","07 08 09 12 13 17 18 19 20 21 22 27 29 30 31 32 33 38 40 41 42 43 44 50 51 52 60 61 62 63 64 71 72 73 82 83 84","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SR","99","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SS","43 44 48 49 58 59 68 69 78 79 87 88","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SO","99","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SY","58 68 78 97","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"TA","21 30 31 40 41","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"TF","30 40 48 49 50 51 55 56 57 58 92","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SU","09 29 39 47 49 57 59 68 69","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SE","40 41 50 51 53 70 71 80 81 90 91","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"TM","09 17 19 28 29 35 38 39 46 47 48 49 59","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"TG","00 01 03 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"TL","10 11 20 21 23 30 31 32 33 35 39 40 41 42 43 47 48 49 50 51 52 53 58 59 60 61 62 63 68 71 72 81 82","OSGB","Anakelisia fasciata","NHMSYS0020705193"
"SJ","10 11 20 21 22 23 30 31 32 33 34 40 41 42 43 50 51 52 53 60 61 62 71 72 80","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SK","04 05 06 07 14 15 16 17 18 25 26 27 90 91 92 93 94","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"ST","16 24 25 26 27 35 36 37 42 51 52 53 60 62 63 70 71 72 73 75 77 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SU","01 02 03 04 05 06 07 08 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 33 34 35 36 37 38 42 43 44 45 46 47 52 53 54 55 61 62 63 64 65 71 72 74 76 81 84 90 93","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SO","19 29 37 38 39 48 49 57 59 68 69 79 80 89 90 91","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SP","00 01 02 10 11 99","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"TF","00 01 02 04 10 60 61 62 70 71 72 73 80 83","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"TL","09 44 45 55 56 66 67 69 76 77 78 79 87 88 89 98 99","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SY","69 77 87","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SZ","28","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"SE","01 02 03 04 11 12 13 14 15 21 23 24 25 26 27 33 34 35 36 37 42 43 44 46 65","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"TM","07","OSGB","Anakelisia perspicillata","NHMSYS0020705194"
"NZ","05 06 07 12 13 14 15 16 17 18 22 23 24 25 26 27 28 29 33 34 35 36 37 43 44","OSGB","Anoscopus albiger","NHMSYS0020705213"
"NU","20 21 22","OSGB","Anoscopus albiger","NHMSYS0020705213"
"NY","01 10 22 30 32 40 42 51 52 60 61 70 71 86 96","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SM","80 90","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SD","18 19 27 28 29 37 38 39 47 48 49 56 57 58 59 67 68 69","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SE","50 51","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SK","45 46 47 56 57 58 59 77","OSGB","Anoscopus albiger","NHMSYS0020705213"
"ST","16 24 25 26 27 35 36 37","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SU","10 11 20 21 30 31 40 41 50 51 72 73 76 81 83 84 86 90 91 92 93 94","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SY","88 98 99","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SZ","08 09 19 29 38 39 49 59 68 69","OSGB","Anoscopus albiger","NHMSYS0020705213"
"TG","01 03 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB","Anoscopus albiger","NHMSYS0020705213"
"TM","39 46 47 49 59","OSGB","Anoscopus albiger","NHMSYS0020705213"
"TQ","01 02 03 04 11 12 13 14 20 21 22 23 24 25 31 32 33 34 35 40 42 43 44 45 48 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 71 72 73 74 75 76 77 78 80 81 82 83 84 86 87 88 91 92 93 98","OSGB","Anoscopus albiger","NHMSYS0020705213"
"TR","01 02 12","OSGB","Anoscopus albiger","NHMSYS0020705213"
"TV","49 69","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SN","00 10 14 20 30 31 40 41 50","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SR","99","OSGB","Anoscopus albiger","NHMSYS0020705213"
"SS","48 49 58 59 69 78 79 87 88","OSGB","Anoscopus albiger","NHMSYS0020705213"
"NW","95 96 97","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"NR","24 45 47 50 51 56 57 58 63 73 85 93 94 95","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"NS","00 01 04 07 20 21 30 31 40 41 42 43 50 51 52 53 60 62","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SC","16 17 26 27 28 36 37 38 39 47 48 49","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 96 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"NY","00 01 02 03 08 13 14 17 22 23 24 30 34 35 40 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"NZ","00 01 02 10","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SJ","50","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SK","05 06 07 15 16 17 18 20 25 26 27 35 40 50 60 61 62 64 70 71 72 73 74 75 76 77 80 81 82 83 84 90 91 92 93 94 95 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SO","36 40 41 42 46 47 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SP","00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 60 61 62 63 64 65 70 71 72 73 74 75 76 79 80 81 82 83 84 85 86 89 90 91 92 93 94 95 96 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"ST","00 01 02 03 10 11 12 13 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
