"km100","km10","coord_system","taxon","tvk"
"TM","00 01 04 05 06 07 08 09 11 12 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"TQ","00 01 03 04 05 06 07 08 09 11 14 15 16 17 19 21 25 26 27 28 29 35 36 37 38 39 46 47 48 49 57 58 59 68 79 80 88 89 93 94 98 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"TR","03 04 05 09 13 14 15","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"TV","49 69","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NY","80 81 90","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NZ","00","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 97 98","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SX","03 04 05 06 08 09 14 15 18 19 25 35 44 45 46 47 54 55 56 64 65 73 74 76 77 83 84 85 86 87 88 95 96 97 98 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SY","08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"TF","33 52 55 56 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NJ","82 90 92 96","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NK","02 03 05 06 13 14 15","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NO","00 10 20 64 74 75 76 77 78 86 87 88 89 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NS","83 84 85 86 88 93 96 97 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NT","03 05 06 09 13 14 15 16 19 23 24 25 26 33 35 36 46 56","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SE","06 08 09","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SC","16 26 37","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"SD","76 77 78 85 86 87 88 89 95 96 97 98 99","OSGB","Megamelodes quadrimaculatus sensu lato","NHMSYS0020924645"
"NK","02 03 14 15","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NH","64 74 75 78 85 94 95","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NJ","02 05 06 15 16 24 25 26 27 34 35 36 45 46 90 92","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SU","10 11 20 21 30 31 32 40 41 50 51 60 70 80","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SW","83 97","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SX","15 25 35 44 45 46 54 55 64 73 74 83 84 85 86 87 95 96 97 98","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SY","08 98","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SZ","08 09 19 29 38 39 49 58 59 68 69 79 89 99","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TA","11 12 15 21 22 30 31 32 33 40 41","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TF","22 23 24 31 32 33 34 35 40 41 42 43 44 45 48 49 50 51 52 55 56 57 58 63 64 73 74 84 94","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TG","03 04 14 24 33 40 50 51","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TL","70 80 81 82 90 91 92 93","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TM","00 01 02 03 11 12 13 14 21 22 23 24 25 33 34 35 44 45 46 47 57 58 59","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TQ","67 76 77 78 79 86 87 88 89 91 96 97 98 99","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"TR","01 02 06 07 09 12 13 16 23 25 26 27 33 34 35 36 37 46 47","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NT","17 27 28 29 36 37 39 47 48 49 57 58 59 67 68 77 84 96","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NU","04 05 13 14 20 21 22 23","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NX","40 45 54 55 64 65 74 84 85 90 91 92 93 95 96","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NY","00 03 04 05 06 15 16 25 26","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NZ","21 22 23 28 29 30 31 32 33 34 35 36 37 38 41 42 43 44 45 46 52 53 62","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SC","26 27 28 37 39 47 48 49","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SD","08 09 16 17 18 19 20 21 26 27 28 30 31 32 33 34 35 36 37 38 42 43 44 45 46 47 48 57","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SE","29","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SH","23 27 28 33 36 37 38 39 43 45 46 47 48 49 53 56 57 58 67 68 76 77 78 87 88 97 98","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SJ","07 08 17 18 26 27 28 29 36 37 38 39 48","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SM","80 90","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SN","00 20 30 31 40 50","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NO","40 41 43 44 45 50 51 53 60 61 63 64 65 66 74 75 76 79 86 87 88 99","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SS","09 19 20 42 43 44 48 49 52 53 54 58 59 68 69 70 74 78 79 84 87 88 94","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"ST","03 06 14 16 17 24 25 26 27 28 34 35 36 37 38 39 47 48 57 58 69","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"SR","89 99","OSGB","Psammotettix putoni sensu lato","NHMSYS0020924657"
"NJ","02","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"NH","30 31 33 42 43 44 52 53 54 63 64 70 73 80 81 82 91 92","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"NZ","40 41 42 43 44 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"NN","69 79","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"NX","44 45 46 55 64 65 66 67 68 74 75 76 77 86 87 96 97 98","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"NY","08","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SX","03 04 83 94 95 96","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SY","07 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TA","01 02 03 04 05 08 09 10 11 12 13 14 16 17 18 20 22 23 32 42","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TF","00 01 02 03 04 05 06 10 11 13 14 22 29 38 39 41 46 61 70 71 72 80 81 82 83 90 91 92 93","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 40 41 42","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TL","00 01 02 03 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 40 41 42 43 44 46 48 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TM","00 01 02 03 07 08 09 11 12 17 19 21 22 23 28 29 38 39 46 47 48 49 58 59","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 63 64 65 66 67 68 69 71 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"ST","00 01 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 34 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 56 57 58 59 60 61 62 64 66 67 69 70 71 72 73 74 76 80 81 82 83 84 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SC","16 26","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SD","16 17 20 21 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 57 60 62 70 71 72 80 90 92","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SE","00 01 02 03 04 10 11 12 13 14 15 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 88 89 90 91 92 93 94 95 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 63 67 68 76 77 78 98","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SJ","18 27 28 29 37 38 39 46 47 48 49 55 56 57 58 59 65 66 67 68 69 75 76 77 78 79 80 85 86 87 88 89 90 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SK","00 08 10 17 19 20 22 26 27 28 29 30 31 33 36 37 38 39 45 46 47 48 49 55 56 57 58 59 67 68 69 70 73 77 79 80 82 88 89 90 91 92 93 94 95 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SM","72 80 90 91","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SN","00 10 11 12 14 20 21 22 24 30 31 32 33 34 35 40 41 42 43 44 45 46 50 51 52 54 58 59 60 61 62 63 68 69 70 72 73 80","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SO","00 10 11 12 20 21 30 32 40 50 51 60 61 62 70 71 73 74 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SP","00 01 02 03 04 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 60 61 62 63 64 65 70 71 72 73 74 76 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SR","89 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SS","09 19 38 39 43 44 48 49 53 58 59 69 77 78 79 84 87 88 89 94 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 55 56 57 58 59 60 61 62 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SV","80 81 90 91","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 84 85 86 87 93 94 95 96","OSGB","Ribautiana tenerrima sensu lato","NHMSYS0020924681"
"SZ","38 58","OSGB","Psammotettix striatus sensu lato","NHMSYS0020924713"
"TL","67 78","OSGB","Psammotettix striatus sensu lato","NHMSYS0020924713"
"NN","50 60 69 70 71 72 79 80 81 82 90 91 92","OSGB","Ophiola plutonia","NHMSYS0020927625"
"NH","31 41 42 43 44 52 53 54 63 70 73 80 81 82 83 84 90 91 92 93 94","OSGB","Ophiola plutonia","NHMSYS0020927625"
"NJ","01 02 03 04 11 12 13 20 40","OSGB","Ophiola plutonia","NHMSYS0020927625"
"NY","04 05 06 08 15 16 17 25 26 30 36 52 60 61 71","OSGB","Ophiola plutonia","NHMSYS0020927625"
"NO","49","OSGB","Ophiola plutonia","NHMSYS0020927625"
"NS","48 58 59 68 69 78 79 87 88","OSGB","Ophiola plutonia","NHMSYS0020927625"
"NX","46 56 57 58 59 65 66 67 68 69 74 75 76 77 78 79 84 86 87 88 89 92 93 95 96 98 99","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SE","70 71 74","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SH","23 24 27 28 29 32 33 36 37 38 39 43 45 46 47 48 49 50 51 52 53 56 57 58 61 62 63 64 68 71","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SJ","25 26 32 33 34 35 42 43 53 54 55 57 62 63 64 66 71 72 73 74 82 83 86 91 93 94 95 96","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SK","01 03 04","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SM","90","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SN","20 30 31 40 50 58 59 68 69","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SR","99","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SS","48 49 58 59 68 69 77 78 79 87 88","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SU","00 01 10 11 20 21 30 31 32 40 41 66 75 76 77 83 84 85 86 93 94 95 96 97 98","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SY","67 68 78 88 89 98 99","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SZ","08 09 19 29 38 39 49 58","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SC","16 26","OSGB","Ophiola plutonia","NHMSYS0020927625"
"SD","27 28 37 38 39 45 46 47 48 49 54 55 56 57 58 59 66 67 68 69","OSGB","Ophiola plutonia","NHMSYS0020927625"
"TQ","01 04 05 06 08 14 15 16 17 19 25 26 27 28 29 35 36 46 47","OSGB","Ophiola plutonia","NHMSYS0020927625"
"TF","60 61 62 63 71 74 82 84 94","OSGB","Ophiola plutonia","NHMSYS0020927625"
"TG","03 04 14","OSGB","Ophiola plutonia","NHMSYS0020927625"
"TQ","16","OSGB","Oncopsis appendiculata","NHMSYS0020973319"
"NJ","00 10 20 21 30 40","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NH","60 61 71 90","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NT","01 02 10 11 12 21 34","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NN","12 21 22 30 31 33 34 40 41 42 43 44 45 47 50 51 52 53 54 55 60 61 62 63 64 65 66 67 70 71 72 73 74 75 77 78 80 81 82 83 84 85 87 88 89 90 91 92 93 94 96 97 98 99","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NO","00 01 07 08 09 17 18 19 27 28 37 38 48 49","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NS","29 39 48 49 58 59 68 69 78 81 90","OSGB","Verdanus bensoni","NHMSYS0020977163"
"SD","18 19 28 29 38 39 48 49 56 57 58 59 65 66 67 68 69 74 75 76 77 78 79 85 86 87 88 89 95 96 97 98 99","OSGB","Verdanus bensoni","NHMSYS0020977163"
"SE","05 06 07 08 09 16 17 18 19 28","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NX","91","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NY","01 02 05 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 49 50 51 60 61 64 70 71 72 73 74 75 77 80 81 82 83 84 90 91 92 93 94","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NZ","00 01 02 10","OSGB","Verdanus bensoni","NHMSYS0020977163"
"NN","65 73 74 75 76 84 85 86 95 96","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"TR","01 02 12 35 36 46","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"NY","00 02 03 04 05 06 08 13 14 15 16 17 22 23 24 25 26 30 34 35 36 42 43 44 45 46 51 52 53 54 55 56 60 61 62 70 71 81","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"NZ","41 42 43 44 52 53 62 71 72 80 81 90 91","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SD","09 16 17 18 19 26 27 28 29 37 38 39 45 46 47 48 49 51 53 54 55 56 57 58 59 61 62 63 64 65 66 67 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SE","00 01 02 03 04 05 06 10 11 12 15 16 20 21 22 24 25 30 45 47 55 56 63 64 65 66 70 71 73 74 77","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SH","24 27 28 29 36 37 39 46","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SJ","25 26 32 33 34 35 42 43 44 45 46 50 53 54 55 56 57 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SK","00 01 02 03 04 05 06 07 08 09 11 12 14 15 16 17 18 19 21 24 25 26 27 28 29 35 36 52 53 54 55 62 63 64 66 67 68 73 74 75 78 84 85 86 87 88 89 96 97","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SO","74 76 77 78 79 84 85 86 87 88 89 96 97 98 99","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"SP","06 07 08 18 19","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"TA","08 09","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"NO","06 07 15 16 17 19 27","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"NS","00 50 60","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"NX","09 16 17 26 27 35 36 37 38 39 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 91 92 93 95 96 97 98 99","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"TQ","58 68 79 80 91","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"TF","07 14 15 16 17 25","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"TL","50 80","OSGB","Planaphrodes trifasciata","NHMSYS0020977178"
"TQ","10 66 96","OSGB","Eurysanoides douglasi","NHMSYS0020977194"
"TR","04 23","OSGB","Eurysanoides douglasi","NHMSYS0020977194"
"HU","25 28 34 35 36 37 38 42 43 44 45 46 69","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"HP","60","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NW","95 96 97","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 96 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NY","07 08 09 10 11 17 19 20 21 27 28 29 30 31 38 39 40 41 42 49 50 51 59 60 61 63 64 70 71 72 73 77 80 81 82 84 90 91 92","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NZ","00 01 10 20 21 30 31 40 41 42 43 44 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SC","16 17 26 27 28 36 37 38 39 48 49","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SD","16 20 21 26 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 63 64 65 66 67 68 69 70 71 73 74 75 76 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 61 62 63 64 65 66 67 68 71 73 75 76 77 78 82 85 86 87 88 97 98","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SJ","06 07 08 10 15 16 17 18 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 21 24 25 26 27 28 29 34 35 36 37 38 39 45 46 47 48 49 55 56 57 58 59 67 68 77 79 86 87 88 89 90 91 92 93 94 96 97","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SM","62 70 71 72 73 80 82 83 84 90 91 92 93 94","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SN","00 01 02 03 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 79 80 82 83 84 94 95 96 97","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SO","00 10 11 12 19 20 21 24 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 70 80 81 90 91 92 93","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SP","00 01 02 03 04 10 11 12 13 14 18 19 22 30 31 32 40 41 50 51 60 70 80 81 82 83 84 85 86 88 90 91 92 93 94 95 96 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SR","89 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SS","09 10 11 14 19 38 39 42 43 44 48 49 53 54 58 59 68 69 74 77 78 79 84 87 88 89 94 97 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"ST","00 01 02 03 04 07 08 09 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 28 29 30 31 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 54 55 56 57 58 59 60 61 62 64 66 67 69 70 71 72 73 74 76 79 82 89 90 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SU","00 01 09 10 11 17 20 21 22 27 28 29 30 31 32 36 37 38 39 40 41 42 46 47 48 49 50 51 53 55 56 57 58 59 60 61 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SV","81 91","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 97 98","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SX","03 04 05 08 09 14 15 18 19 25 35 36 37 38 44 45 46 47 48 54 55 56 57 58 64 65 66 67 68 69 73 74 75 76 77 78 83 84 85 86 87 88 95 96 97","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SY","08 18 19 28 29 39 49 58 59 67 68 69 78 79 88 89 97 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"SZ","08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"TA","00 01 02 03 04 05 06 07 08 09 10 14 15 16 17 18 24 26 27","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"HX","62","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"HY","10 20 21 22 30 31 32 33 40 41 42 43 44 50 51 53 54 62 63 64 74 75","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"","92 93","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NB","01 02 03 10 11 12 13 20 21 22 23 24 30 31 32 33 34 41 42 43 44 45 53 54 90 91","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NC","00 01 02 03 96","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"ND","04 05 06 07 14 15 16 17 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 47 48 49","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NF","67 70 71 72 73 74 75 76 77 81 82 83 84 85 86 89 95 96 97 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NG","09 13 14 15 18 19 20 23 24 25 26 29 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 87 88 89 90 91 92 93 94 98 99","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NH","00 01 02 05 09 10 11 12 13 18 19 20 21 22 23 30 31 32 33 40 41 42 43 44 50 51 52 53 54 63 64 70 73 74 75 78 80 81 82 83 84 85 90 91 92 93 94 95","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NJ","01 02 03 04 05 06 11 12 13 14 15 16 24 25 26 27 34 35 36 45 46","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
"NL","57 58 79","OSGB","Jassargus pseudocellaris","NHMSYS0020977455"
