"start_day","start_month","start_year","end_day","end_month","end_year","taxon","tvk"
1,1,1898,,,,"Alytes obstetricans","NHMSYS0000080161"
1,1,1859,,,,"Coronella austriaca","NHMSYS0000332360"
1,1,1970,,,,"Zamenis longissimus","NHMSYS0021109885"
